"NAICS_Code","SIC4","NAICS_Description","SIC_Description","Establishments","Employees","Annual_Payroll","Est_weight","Emp_weight","Pay_weight"
"333293","3555","Printing machinery & equipment mfg","Printing trades machinery",603,22542,1036290337,0.46,0.45,0.5
"333293","3699","Printing machinery & equipment mfg","Electrical equipment & supplies, nec",697,27726,1047227670,0.54,0.55,0.5
"333294","3556","Food product machinery mfg","Food products machinery",724,25293,976569941,1,1,1
"333295","3559","Semiconductor machinery mfg","Special industry machinery, nec",2151,83792,4117517634,1,1,1
"333298","3559","All other industrial machinery mfg","Special industry machinery, nec",2151,83792,4117517634,0.96,0.86,0.9
"333298","3639","All other industrial machinery mfg","Household appliances, nec",93,13360,446000067,0.04,0.14,0.1
"333311","3581","Automatic vending machine mfg","Automatic vending machines",168,8071,242486768,1,1,1
"333312","3582","Commercial laundry, drycleaning, & pressing machine mfg","Commercial laundry equipment",91,5850,189570149,1,1,1
"333313","3578","Office machinery mfg","Calculating and accounting equipment",115,9188,482241609,0.32,0.25,0.26
"333313","3579","Office machinery mfg","Office machines, nec",243,27705,1361511605,0.68,0.75,0.74
"333314","3699","Optical instrument & lens mfg","Electrical equipment & supplies, nec",697,27726,1047227670,0.59,0.55,0.5
"333314","3827","Optical instrument & lens mfg","Optical instruments and lenses",487,22516,1054986266,0.41,0.45,0.5
"333315","3699","Photographic & photocopying equipment mfg","Electrical equipment & supplies, nec",697,27726,1047227670,0.42,0.25,0.18
"333315","3861","Photographic & photocopying equipment mfg","Photographic equipment and supplies",968,85396,4767946241,0.58,0.75,0.82
"333319","3559","Other commercial & service industry machinery mfg","Special industry machinery, nec",2151,83792,4117517634,0.08,0.19,0.25
"333319","3589","Other commercial & service industry machinery mfg","Service industry machinery, nec",1232,43088,1517365436,0.04,0.1,0.09
"333319","3599","Other commercial & service industry machinery mfg","Industrial machinery, nec",23896,293481,9855717036,0.85,0.65,0.6
"333319","3699","Other commercial & service industry machinery mfg","Electrical equipment & supplies, nec",697,27726,1047227670,0.02,0.06,0.06
"333411","3564","Air purification equipment mfg","Blowers and fans",772,35384,1182905126,1,1,1
"333412","3564","Industrial & commercial fan & blower mfg","Blowers and fans",772,35384,1182905126,1,1,1
"333414","3433","Heating equipment (except warm air furnaces) mfg","Heating equipment, except electric",347,20349,668366325,0.6,0.44,0.46
"333414","3634","Heating equipment (except warm air furnaces) mfg","Electric housewares and fans",231,26260,792189162,0.4,0.56,0.54
"333415","3443","AC & warm air heating & commercial/industrial refrig equip mfg","Fabricated plate work (boiler shops)",2802,102435,3682005259,0.72,0.42,0.43
"333415","3585","AC & warm air heating & commercial/industrial refrig equip mfg","Refrigeration and heating equipment",1114,141147,4907910387,0.28,0.58,0.57
"333511","3544","Industrial mold mfg","Special dies, tools, jigs & fixtures",9188,167652,6940251680,1,1,1
"333512","3541","Machine tool (metal cutting types) mfg","Machine tools, metal cutting types",1366,42520,1848153807,0.66,0.61,0.64
"333512","3699","Machine tool (metal cutting types) mfg","Electrical equipment & supplies, nec",697,27726,1047227670,0.34,0.39,0.36
"333513","3542","Machine tool (metal forming types) mfg","Machine tools, metal forming types",585,17810,714671817,1,1,1
"333514","3544","Special die & tool, die set, jig, & fixture mfg","Special dies, tools, jigs & fixtures",9188,167652,6940251680,1,1,1
"333515","3545","Cutting tool & machine tool accessory mfg","Machine tool accessories",1919,53940,2007269845,1,1,1
"333516","3547","Rolling mill machinery & equipment mfg","Rolling mill machinery",133,5478,240528658,1,1,1
"333518","3549","Other metalworking machinery mfg","Metalworking machinery, nec",329,11854,580188032,1,1,1
"333611","3511","Turbine & turbine generator set unit mfg","Turbines and turbine generator sets",185,24314,1369467498,1,1,1
"333612","3566","Speed changer, industrial high~speed drive, & gear mfg","Speed changers, drives, and gears",318,17894,710438707,1,1,1
"333613","3568","Mechanical power transmission equipment mfg","Power transmission equipment, nec",334,21689,777780506,1,1,1
"333618","3519","Other engine equipment mfg","Internal combustion engines, nec",300,59222,2699746184,0.3,0.68,0.72
"333618","3699","Other engine equipment mfg","Electrical equipment & supplies, nec",697,27726,1047227670,0.7,0.32,0.28
"333911","3561","Pump & pumping equipment mfg","Pumps and pumping equipment",574,30590,1275351746,0.65,0.47,0.48
"333911","3743","Pump & pumping equipment mfg","Railroad equipment",314,34934,1381254339,0.35,0.53,0.52
"333912","3563","Air & gas compressor mfg","Air and gas compressors",359,25937,1120102032,1,1,1
"333913","3586","Measuring & dispensing pump mfg","Measuring and dispensing pumps",47,4464,161703539,1,1,1
"333921","3534","Elevator & moving stairway mfg","Elevators and moving stairways",183,9899,395088140,1,1,1
"333922","3523","Conveyor & conveying equipment mfg","Farm machinery and equipment",1834,77114,3149261750,0.66,0.66,0.67
"333922","3535","Conveyor & conveying equipment mfg","Conveyors and conveying equipment",963,40448,1572625541,0.34,0.34,0.33
"333923","3531","Overhead traveling crane, hoist, & monorail system mfg","Construction machinery",1032,89222,3965149958,0.84,0.91,0.92
"333923","3536","Overhead traveling crane, hoist, & monorail system mfg","Hoists, cranes, and monorails",201,8812,347079887,0.16,0.09,0.08
"333924","3537","Industrial truck, tractor, trailer, & stacker machinery mfg","Industrial trucks and tractors",592,30995,1076924646,1,1,1
"333991","3546","Power~driven handtool mfg","Power-driven handtools",248,21977,794943305,1,1,1
"333992","3548","Welding & soldering equipment mfg","Welding apparatus",309,21663,931793065,0.31,0.44,0.47
"333992","3699","Welding & soldering equipment mfg","Electrical equipment & supplies, nec",697,27726,1047227670,0.69,0.56,0.53
"333993","3565","Packaging machinery mfg","Packaging machinery",639,23279,998582557,1,1,1
"333994","3567","Industrial process furnace & oven mfg","Industrial furnaces and ovens",497,19267,732656349,1,1,1
"333995","3593","Fluid power cylinder & actuator mfg","Fluid power cylinders & actuators",429,18846,682953573,0.19,0.12,0.1
"333995","3728","Fluid power cylinder & actuator mfg","Aircraft parts and equipment, nec",1838,137247,6327764033,0.81,0.88,0.9
"333996","3594","Fluid power pump & motor mfg","Fluid power pumps and motors",271,27297,1262099998,0.13,0.17,0.17
"333996","3728","Fluid power pump & motor mfg","Aircraft parts and equipment, nec",1838,137247,6327764033,0.87,0.83,0.83
"333997","3596","Scale & balance (except laboratory) mfg","Scales and balances, exc. laboratory",137,5444,171642457,1,1,1
"333999","3569","All other miscellaneous general~purpose machinery mfg","General industrial machinery, nec",1273,48738,1958654730,0.05,0.14,0.17
"333999","3599","All other miscellaneous general~purpose machinery mfg","Industrial machinery, nec",23896,293481,9855717036,0.95,0.86,0.83
"334111","3571","Electronic computer mfg","Electronic computers",934,195214,13764216439,1,1,1
"334112","3572","Computer storage device mfg","Computer storage devices",239,44439,2658331079,1,1,1
"334113","3575","Computer terminal mfg","Computer terminals",122,20932,1330716781,1,1,1
"334119","3577","Other computer peripheral equipment mfg","Computer peripheral equipment, nec",1154,73713,4259304645,0.59,0.67,0.74
"334119","3578","Other computer peripheral equipment mfg","Calculating and accounting equipment",115,9188,482241609,0.06,0.08,0.08
"334119","3699","Other computer peripheral equipment mfg","Electrical equipment & supplies, nec",697,27726,1047227670,0.35,0.25,0.18
"334210","3661","Telephone apparatus mfg","Telephone and telegraph apparatus",893,118792,6918562918,1,1,1
"334220","3663","Radio & TV broadcasting & wireless communications equipment mfg ..","Radio & TV communications equipment",1139,128086,6213588161,0.3,0.47,0.54
"334220","3679","Radio & TV broadcasting & wireless communications equipment mfg ..","Electronic components, nec",2656,145383,5215979753,0.7,0.53,0.46
"334290","3669","Other communications equipment mfg","Communications equipment, nec",600,29731,1330160263,1,1,1
"334310","3651","Audio & video equipment mfg","Household audio and video equipment",715,55095,2119949743,1,1,1
"334411","3671","Electron tube mfg","Electron tubes",114,22556,969808716,1,1,1
"334412","3672","Bare printed circuit board mfg","Printed circuit boards",2117,135218,4426114746,1,1,1
"334413","3674","Semiconductor & related device mfg","Semiconductors and related devices",1350,275991,16529824666,1,1,1
"334414","3675","Electronic capacitor mfg","Electronic capacitors",128,19970,602569253,1,1,1
"334415","3676","Electronic resistor mfg","Electronic resistors",101,10228,294994606,1,1,1
"334416","3661","Electronic coil, transformer, & other inductor mfg","Telephone and telegraph apparatus",893,118792,6918562918,0.38,0.56,0.58
"334416","3677","Electronic coil, transformer, & other inductor mfg","Electronic coils and transformers",392,18676,470213291,0.17,0.09,0.04
"334416","3825","Electronic coil, transformer, & other inductor mfg","Instruments to measure electricity",1063,75715,4466369372,0.45,0.36,0.38
"334417","3678","Electronic connector mfg","Electronic connectors",216,20240,687208276,1,1,1
"334418","3661","Printed circuit assembly (electronic assembly) mfg","Telephone and telegraph apparatus",893,118792,6918562918,0.25,0.45,0.57
"334418","3679","Printed circuit assembly (electronic assembly) mfg","Electronic components, nec",2656,145383,5215979753,0.75,0.55,0.43
"334419","3679","Other electronic component mfg","Electronic components, nec",2656,145383,5215979753,1,1,1
"334510","3699","Electromedical & electrotherapeutic apparatus mfg","Electrical equipment & supplies, nec",697,27726,1047227670,0.21,0.17,0.15
"334510","3842","Electromedical & electrotherapeutic apparatus mfg","Surgical appliances and supplies",2068,95007,3796804806,0.63,0.57,0.54
"334510","3845","Electromedical & electrotherapeutic apparatus mfg","Electromedical equipment",517,44015,2215442200,0.16,0.26,0.31
"334511","3699","Search, detection, navigation, & guidance instrument mfg","Electrical equipment & supplies, nec",697,27726,1047227670,0.46,0.15,0.1
"334511","3812","Search, detection, navigation, & guidance instrument mfg","Search and navigation equipment",834,159602,9218100332,0.54,0.85,0.9
"334512","3822","Automatic environmental control mfg","Environmental controls",459,41492,1582909595,1,1,1
"334513","3823","Industrial process control instrument mfg","Process control instruments",1633,66047,2872641883,1,1,1
"334514","3824","Totalizing fluid meter & counting device mfg","Fluid meters and counting devices",237,11756,431518438,1,1,1
"334515","3825","Electricity measuring & testing instrument mfg","Instruments to measure electricity",1063,75715,4466369372,1,1,1
"334516","3699","Analytical laboratory instrument mfg","Electrical equipment & supplies, nec",697,27726,1047227670,0.56,0.47,0.4
"334516","3826","Analytical laboratory instrument mfg","Analytical instruments",554,31279,1564670359,0.44,0.53,0.6
"334517","3844","Irradiation apparatus mfg","X-ray apparatus and tubes",187,12954,740558410,1,1,1
"334518","3495","Watch, clock, & part mfg","Wire springs",376,14834,534267391,0.49,0.3,0.25
"334518","3579","Watch, clock, & part mfg","Office machines, nec",243,27705,1361511605,0.31,0.55,0.64
"334518","3873","Watch, clock, & part mfg","Watches, clocks, watchcases & parts",153,7663,241932190,0.2,0.15,0.11
"334519","3699","Other measuring & controlling device mfg","Electrical equipment & supplies, nec",697,27726,1047227670,0.38,0.4,0.37
"334519","3829","Other measuring & controlling device mfg","Measuring & controlling devices, nec",1131,41257,1758085424,0.62,0.6,0.63
"334611","7379","Software reproducing","Computer related services, nec",43230,282132,16684446492,1,1,1
"334612","3652","Prerecorded CD (except software), tape, & record reproducing","Prerecorded records and tapes",605,26875,1303217897,0.13,0.3,0.31
"334612","7819","Prerecorded CD (except software), tape, & record reproducing","Services allied to motion pictures",4052,63437,2835688320,0.87,0.7,0.69
"334613","3695","Magnetic & optical recording media mfg","Magnetic and optical recording media",200,17798,768505693,1,1,1
"335110","3641","Electric lamp bulb & part mfg","Electric lamps",267,22026,930276939,1,1,1
"335121","3089","Residential electric lighting fixture mfg","Plastics products, nec",9807,464457,13438149544,0.72,0.85,0.86
"335121","3645","Residential electric lighting fixture mfg","Residential lighting fixtures",605,21182,540923821,0.04,0.04,0.03
"335121","3999","Residential electric lighting fixture mfg","Manufacturing industries, nec",3196,62359,1705787323,0.23,0.11,0.11
"335122","3646","Commercial/industrial/institutional electric lighting fixture mfg","Commercial lighting fixtures",348,25432,835916243,1,1,1
"335129","3648","Other lighting equipment mfg","Lighting equipment, nec",312,13325,420503396,0.31,0.32,0.29
"335129","3699","Other lighting equipment mfg","Electrical equipment & supplies, nec",697,27726,1047227670,0.69,0.68,0.71
"335211","3634","Electric housewares & household fan mfg","Electric housewares and fans",231,26260,792189162,1,1,1
"335212","3635","Household vacuum cleaner mfg","Household vacuum cleaners",55,11353,367471119,0.37,0.46,0.45
"335212","3639","Household vacuum cleaner mfg","Household appliances, nec",93,13360,446000067,0.63,0.54,0.55
"335221","3631","Household cooking appliance mfg","Household cooking equipment",115,21917,640992552,1,1,1
"335222","3632","Household refrigerator & home freezer mfg","Household refrigerators and freezers",71,26749,997860227,1,1,1
"335224","3633","Household laundry equipment mfg","Household laundry equipment",39,15989,693284324,1,1,1
"335228","3639","Other major household appliance mfg","Household appliances, nec",93,13360,446000067,1,1,1
"335311","3548","Power, distribution, & specialty transformer mfg","Welding apparatus",309,21663,931793065,0.4,0.36,0.42
"335311","3612","Power, distribution, & specialty transformer mfg","Transformers, except electronic",463,39244,1301810252,0.6,0.64,0.58
